"name"	"abstract"
"蔡勲"	"蔡 勲（さい くん）は、中国の通俗歴史小説『三国志演義』に登場する架空の武将。なお、第34回での名は「蔡勲」、第45回での名は「蔡𤪠」となっている。劉表配下の蔡瑁の弟として登場する。蔡瑁が劉備を暗殺しようとすると、襄陽城の北門を固める。その後曹操配下として、赤壁の戦いの前哨戦となる三江口の戦いに、蔡瑁と共に参戦する。兄の命で先鋒として出撃するが、甘寧が放った矢に当たり、あっけなく両軍最初の戦死者になるという役回りを演じている。"
"陳横"	"陳 横（ちん おう）は、中国の通俗歴史小説『三国志演義』に登場する架空の武将。劉繇の部将として登場する。劉繇が孫策に敗れて劉表を頼ると、陳横は、薛礼・張英と共に秣陵（後の呉の都、建業）に立て篭もり、抵抗を続ける。しかし、孫策の計略で城外に誘き出され、伏兵の攻撃に遭い、孫策の部将蒋欽に弓矢で射殺された。"
"劉安 (三国志演義)"	"劉 安（りゅう あん）は『三国志演義』の第十九回に登場する架空の人物。劉備を匿う猟師の男。呂布に破れた劉備が曹操の下へ逃亡する最中に出会った人物。劉安はもてなしのため肉料理を出すと劉備から何の肉か尋ねられ、狼の肉と答えた。翌朝、劉備は厨房で腕の肉を切り取られた女性の死体を発見して驚き、劉安を問い詰めると、彼は食べ物が無かった為、妻を殺してその肉を提供したと話した。劉備は悲しみにたえきれず涙を流した。劉安は年老いた母を残して御供するわけにはいかないと別れを告げた。後日、劉備が曹操に会ってその経緯を説明すると、曹操は立派な行いと称え、孫乾を使者として金百両を与えた。この話は現代の日本人にとって共感出来ないエピソードととられるため、吉川英治は『三国志』執筆の際、鉢木を引き合いに出してこの話の解説をしている。"
"普浄"	"普浄（ふじょう）は、中国の通俗歴史小説『三国志演義』に登場する僧侶。架空の人物と見られる。曹操の下を離れ千里行中だった関羽は沂水関に差しかかる。関の守将卞喜は、関羽を鎮国寺に招き謀殺しようと企むが、寺の僧侶であり関羽と同郷でもあった普浄が、関羽に卞喜の目論見を密告。卞喜は関羽に斬殺され、普浄は関羽の危機を救っている。その後は寺を去り托鉢の旅に出る事になる。時は流れ、荊州の玉泉山で仏道修行をしている際、呉に処刑された関羽の霊魂が、呉や呂蒙に対する恨みを綴っているのを見かけた普浄は、関羽の霊魂を呼び止めて教え諭し、成仏させている。"
"王植"	"王 植（おう しょく）は、中国の通俗歴史小説『三国志演義』に登場する架空の人物。関羽の千里行で登場する滎陽太守。先の東嶺関守将孔秀、洛陽守将の孟坦、韓福、沂水関の卞喜を斬り、関所破りを続ける関羽に対して、王植は計略で関羽を暗殺することを決意。部下の従事胡班に関羽のいる館の焼き討ちを命じる。しかし胡班は、父である胡華よりの手紙を関羽から受け取ると、暗殺するはずだった関羽にこの事を密告してしまう。事の真実を知った関羽は驚き、胡班の手引きにより、劉備の夫人たちを連れて滎陽城を後にした。しかし、気付いた王植が追撃してきたため、関羽はこれを迎え撃つ。王植は、関羽の一撃に胴を両断されて果てた。"
"紫虚上人"	"紫虚上人（しきょ しょうにん、生没年不詳）は、中国の通俗歴史小説『三国志演義』に登場する架空の人物。益州の錦屏山に住み、人の生死や貴賎を見通すことが出来ると言われていた。『演義』の第62回で、劉備が益州に侵攻した際、それに応戦するため劉璋配下の劉璝や張任らは五万の兵を率いて雒城に向かったが、その途中に紫虚上人の下を訪れ占いを請うた。上人は｢左龍と右鳳、飛んで西川に入る。雛鳳地に墜ち、臥龍天にのぼる。一得一失、天数まさに然るべし（左龍右鳳飛入西川　雛鳳墜地臥龍升天　一得一失天數當然　見機而作勿喪九泉）｣と述べ、龐統の死と、諸葛亮の益州平定を予言したという。当惑した劉璝達は自分達の命運についての占いを求めたが、「定まった命運を聞いても仕方があるまい」と上人は応じず、彼等にとって満足のいく回答はついに得られなかった。"
"鄭文"	"鄭 文（てい ぶん）は、中国の通俗歴史小説『三国志演義』に登場する架空の人物。"
"劉賢 (演義)"	"劉 賢（りゅう けん）は、中国の通俗歴史小説『三国志演義』に登場する架空の人物。零陵太守劉度の子という設定。『演義』第52回に登場する。嘉靖本・李卓吾本などでは「劉延」に作っており、李卓吾本に基づいた『通俗三国志』、さらにはこれに基づいた吉川英治の小説『三国志』などの創作作品でも劉延と表記されている（白馬の戦いや関羽の千里行で登場した東郡太守劉延と同一人物の設定とされているかどうかは不明）。"
"宗宝"	"宗 宝（そう ほう）は、中国の通俗歴史小説『三国志演義』に登場する架空の人物。北海太守孔融の部将として、『演義』第11回に登場する。黄巾党の残党である管亥が数万の軍勢を率いて北海に攻め寄せてきたため、孔融は城外に迎撃に赴く。管亥が孔融を目がけて突進してくると、宗宝は槍をとってこれを迎え撃ったが、数合の打ち合いの末に、管亥の薙刀により斬り落とされてしまう。宗宝の戦死後、孔融の軍は大いに崩れて北海城内に逃げ込んでいる。"
"崔勇"	"崔 勇（さい ゆう）は、中国の通俗歴史小説『三国志演義』に登場する架空の武将。郭汜の部将として、『演義』第13回に登場する。李傕の下を脱出した献帝一行を郭汜に随従して追いかけ、華陰県で後一歩のところまで迫る。そこへ、楊奉が兵を率いて現れ、献帝一行を守護する。崔勇は、真っ先に郭汜軍から飛び出し、楊奉を逆賊と大いに罵る。怒った楊奉は、部将の徐晃を呼び出して打ちかからせ、崔勇もこれを迎え撃ったが、ただの1合で徐晃の大斧に斬り落されてしまう。そのまま楊奉は郭汜軍に向けて突撃し、これを20里余りも退却させている。"
"戈定"	"戈 定（か てい）は、中国の通俗歴史小説『三国志演義』に登場する架空の人物。孫権配下の太史慈と同郷（青州東莱郡）で、その配下という設定。『演義』第53回に登場。その兄弟は、合肥を守備していた曹操配下の張遼の下で厩番をしている。戈定は、太史慈の命により合肥に潜入し、太史慈が攻め寄せてくる時に合わせて、兄弟である厩番と共に秣に火を放ち、謀反だと城内に触れ回る。しかし、張遼は冷静沈着に対応したため、この煽動は失敗に終わり、戈定と厩番は捕えられて処刑されてしまう。さらに張遼は、策を設けて太史慈を誘引し、これに矢を浴びせて重傷を負わせている。太史慈は、この時の傷が原因で、まもなく死去してしまう。"
"王垢"	"王 垕（おう こう）は、中国の通俗歴史小説『三国志演義』に登場する架空の人物。吉川英治の小説『三国志』などでは、「王垢」と記述される。"
"盧遜"	"盧 遜（ろ そん）は、中国の通俗歴史小説『三国志演義』に登場する架空の武将。蜀漢の将として、『演義』第116回に登場する。南鄭関を守備し、蜀漢を滅ぼそうと進軍してきた鍾会率いる魏軍を迎え撃つ。連弩を擁した伏兵を使って、まず関の前の木橋に差し掛かった魏の先鋒許儀を撃退する。次いで、鍾会が自ら攻め寄せてくると、これに対しても激しく弓矢を浴びせ、これを後退させる。そこへ、盧遜は自ら兵を率いて橋へ向けて出撃し、鍾会は逃げようとしたところ、足下の橋の一部が崩れ落ち、馬が動けなくなってしまう。鍾会は徒歩で逃げようとしたが、盧遜が追いつき槍を繰り出そうとする。しかし、そこへ魏の兵士荀愷が放った矢が盧遜に命中し、盧遜は落馬、死亡している。南鄭関を陥落させた鍾会は、荀愷を護軍に昇進させた一方で、橋を整備していなかった罪を問い、許儀を処刑している。"
"祝融夫人"	"祝融 夫人（しゅくゆう ふじん）は、小説『三国志演義』に登場する架空の人物。南蛮の王として登場する孟獲の妻。祝融神の末裔とされる。夫である孟獲が諸葛亮との戦に何度も負け、それに怒った祝融が夫の代わりに蜀軍と対峙することとなる。彼女は男勝りの性格で飛刀（投げナイフ）の使い手とされ、蜀将である張嶷と馬忠を一騎討ちの末に捕らえる。これに困った諸葛亮は、魏延と趙雲に策を与えることにし、わざと負け祝融を怒らせて、逃げる魏延を追いかけさせたため、途中で罠に掛かって捕らえられてしまう。その後、孟獲の申し出により人質交換として自軍に戻される。最終的に、「七縱七禽」の策で蜀への忠誠を孟獲と共に誓うこととなる。ちなみに、『三国志演義』でも珍しい女武将であるためか、日本のねぶた祭りの山車として祝融夫人が題材にされることがある。"
"秦キ"	"秦 琪（しん き）は、中国の通俗歴史小説『三国志演義』に登場する架空の人物。"
"秦慶童"	"秦 慶童（しん けいどう）は、中国の通俗歴史小説『三国志演義』に登場する架空の人物。国舅とされる董承に仕える下僕として、『演義』第23回に登場。董承の妾の雲英と密会していたところを董承に咎められ殺害されそうになるが、董承の夫人のとりなしによって、罰棒40回に減じられ、秦慶童は邸内の一室に監禁される。恨みを覚えた秦慶童は、邸内から脱走して曹操の下に駆け込み、董承・吉平らが曹操誅殺を謀っていることをすべて暴露する。これにより、吉平は曹操毒殺を謀って失敗し、囚われる。董承の同志である王子服・种輯・呉碩・呉子蘭も、曹操主宰の宴会に呼び出され、秦慶童の証言により拘禁されてしまう。最後に董承も、秦慶童を連れて来た曹操に追及され、血判状と献帝の密詔を発見されてしまう。こうして、董承らとその一族は、ことごとく誅殺されてしまう。この後、秦慶童は登場しない。"
"秦良"	"秦 良（しん りょう）は、中国の通俗歴史小説『三国志演義』に登場する架空の武将。魏の曹真の副将として、『演義』第100回に登場。司馬懿と曹真が蜀軍の出現を巡って賭けを行い、曹真が祁山の西の斜谷口に布陣すると、秦良もこれに従う。しばらくして、谷の中に蜀軍が出現したとの報告があったため、秦良は5千の兵を授かって偵察に赴く。すると、蜀軍が伏兵を繰り出して秦良軍を包囲・攻撃し、秦良は必死に防戦したが、蜀将廖化の薙刀に斬って落とされてしまう。この後、蜀軍は秦良軍の兵士に仮装して、曹真を急襲し、これを大いに撃破している。"
"穆順"	"穆 順（ぼく じゅん）は、中国の通俗歴史小説『三国志演義』に登場する架空の人物。同姓同名の人物2名が登場する。1. 上党太守張楊配下の部将。『演義』第5回に登場。虎牢関において呂布を槍で迎え撃ったが、ただの一撃で突き落とされてしまう。2. 後漢の朝廷に仕える宦官。『演義』第66回に登場。献帝の皇后である伏皇后から、宦官の中で唯一忠義の心を持つ者と評される。皇后からその父伏完への書簡の受け渡し役を任され、髪の中にそれを隠して伏完の下に向かう。しかし、伏完の返書を髪に隠して戻る途中、密告を受けて待ち構えていた曹操に咎められ、厳しい探索の末に書簡を発見されてしまう。穆順は拷問を受けても誰から命じられたかを白状しなかったが、結局、伏完や伏皇后も曹操に逮捕され、伏完・穆順は一族もろとも市中で処刑されている。"
"苟安"	"苟 安（こう あん）は、中国の通俗歴史小説『三国志演義』に登場する架空の人物。蜀漢の李厳に仕える都尉として、『演義』第100回に登場。前線で戦う諸葛亮のために、永安から兵糧を送り届ける任務に与ったが、苟安は酒に飲み耽って日限を10日も過ぎてしまう。しかも、「敵に兵糧を奪われてはならないと考えた」と言い訳したため、諸葛亮は怒り、これを斬首に処そうとする。しかし楊儀が、「李厳が兵糧を送ってこなくなる」と諌めたため、死刑から罰棒80回に減じられている。死を免れながらも、苟安は罰を受けたことに恨みを覚え、魏に降ってしまう。司馬懿から成都で諸葛亮を陥れる流言をなすよう命じられ、苟安は成都で宦官たちに諸葛亮が謀反を企んでるとの讒言を触れ回る。その結果、宦官たちの上奏を受けた劉禅までもこれを信じ、諸葛亮を前線から呼び戻す事態となる。諸葛亮は帰国後、事実を知って苟安を捕えようとしたが、すでに魏に逃げ込んだ後であり、宦官たちについて誅殺または追放の処分をとっている。なお、この後に登場する蜀漢の武将・句安は、苟安と別人であり、この人物は実在する。"
"賈華"	"賈 華（か か）は、中国の通俗歴史小説『三国志演義』に登場する架空の人物。呉の孫権配下として、『演義』第53回に初登場する。合肥で孫権が曹操と交戦した際に、宋謙と共に方天画戟を持って孫権を警護している。曹操配下の楽進が孫権を目がけて突進してくると、賈華・宋謙はこれを迎撃し、楽進を辛うじて撃退する。ところが宋謙は、引き返す楽進を深追いしてしまい、その僚友李典に射殺されてしまう。第54回でも賈華は再登場する。劉備が孫権の妹（孫夫人）を娶ることになり、甘露寺で孫権らの母である呉国太と会談することになる。孫権は呂範と謀議し、賈華に命じて300の兵と共に寺の廊下に潜ませ、呉国太が不興を覚えた場合には、劉備を暗殺しようとする。ところが呉国太は劉備を気に入り、さらに劉備配下の趙雲に伏兵を見抜かれ、劉備からその旨を告げられた呉国太は大いに怒る。孫権・呂範は全責任を賈華に押し付け、呉国太はこれを斬り捨てるよう孫権に命じる。結局、劉備らの取り成しによって、賈華は許され、甘露寺から退出する。以後、賈華は登場しない。"
"辛明 (演義)"	"辛 明（しん めい）は、中国の通俗歴史小説『三国志演義』に登場する架空の部将。袁紹の部将として、『演義』第30回に登場する。烏巣の奇襲に成功した曹操が、荀彧の策に従い、鄴と黎陽に兵を派遣して退路を断とうとしているとの流言を流す。すると袁紹はこれに引っ掛かり、袁尚に5万の軍勢を与えて鄴へ、そして辛明に同じく5万の兵を与えて黎陽へそれぞれ派遣する。それを察知した曹操は、手薄となった袁紹軍に総攻撃をかけ、これを散々に撃破した。この勝利により、官渡の戦いは最終的に曹操の勝利に終わったのである。この後、辛明は登場しない。"
"鍾進"	"鍾 進（しょう しん）は、中国の通俗歴史小説『三国志演義』に登場する架空の人物。長安太守鍾繇の弟として、『演義』第58回に登場。父の仇を討とうと馬超が長安に攻め寄せてくると、兄と共に長安城を守備し、鍾進は西門を担当する。しかし、領民に紛れて城内に潜入していた馬超配下の龐徳の夜襲を受け、鍾進は一刀の下に斬り殺されている。龐徳は西門を開いて馬超らの軍を長安に迎え入れ、鍾繇は命辛々逃亡している。"
"韓福"	"韓 福（かん ふく）は、中国の通俗歴史小説『三国志演義』に登場する架空の人物。曹操配下の洛陽太守として、『演義』第27回に登場。東嶺関の守将孔秀が劉備の下に戻ろうとする関羽に斬られたと聞くと、部下を集めて善後策を協議する。部将孟坦の進言を容れ、孟坦が囮となっておびき寄せたところに、韓福が矢を射掛けることとする。そして、関羽がやってくるとこの策を実行する。囮となった孟坦は関羽に呆気なく両断されてしまうが、門の陰に隠れていた韓福は、矢を放って関羽の左肘を射抜く。しかし、関羽はその傷をものともせずに韓福目がけて突進し、韓福は逃げる暇すらなく、頭から肩まで切り下げられて果てている。"
"鮑忠"	"鮑 忠（ほう ちゅう）は、中国の小説『三国志演義』に登場する架空の人物。済北の相鮑信の弟として、『演義』第5回に登場する。反董卓連合軍の先陣に孫堅が選ばれると、鮑信はこれを妬み、鮑忠に3千の軍勢を与え、密かに孫堅を先回りして汜水関へ出撃させる。ところが、董卓配下の驍騎校尉華雄率いる500の鉄騎に急襲され、鮑忠は華雄の薙刀により斬り落とされてしまう。華雄は、鮑忠の首級を董卓の下に送り届け、都督に任命されている。なお史実における鮑信の弟は、鮑韜である。鮑韜は、兄や曹操の軍に加わって董卓配下の徐栄と交戦し、戦死した。"
"慕容烈"	"慕容烈（ぼようれつ）は、中国の通俗歴史小説『三国志演義』に登場する架空の武将。文聘の部将。第七十一回に登場する。定軍山の戦いにおいて、黄忠が曹操軍の計にかかって包囲されてしまったため、趙雲が救出に向かったところ慕容烈が刀を舞わせて迎え撃つが、たちまち趙雲の槍に突き落とされる。これにより曹操軍は崩れたち、ために黄忠は包囲を脱することができた。"
"岑威"	"岑 威（しん い）は、中国の通俗歴史小説『三国志演義』に登場する架空の人物。魏の鎮遠将軍として登場する。司馬懿に蜀軍から模造した木牛流馬で兵糧の輸送を任せられるが、待ち伏せしていた蜀の王平に討ち取られる。"
"張普"	"張 普（ちょう ふ）は小説『三国志演義』に登場する架空の人物。石亭の戦いにおいて曹休の将軍として登場する。曹休軍の先鋒となって呉軍を攻めるが、呉の徐盛に一騎討ちを挑むが敵わず撤退する。その後、曹休の命により石亭の南に2万の兵を率いて伏せるが、これは陸遜に看破されており、朱桓の軍に攻められて出会い頭に一刀の元に斬り殺された。"
"楊済"	"楊 済（よう さい、? - 291年）は、中国、西晋の武将・政治家。字は文通。楊駿、楊珧の弟。武悼楊皇后（楊芷）の叔父。『晋書』に伝がある。弘農華陰の人。"
"孫冀"	"孫 冀（そん き）は、歴史小説『三国志演義』に登場する架空人物。三国時代の呉の左将軍という設定。"
"崔禹"	"崔 禹（さい う）は、中国の通俗歴史小説『三国志演義』に登場する架空の人物。朱然の部将として夷陵の戦いに登場する呉の将軍。脱走してきた蜀軍の兵士から夜襲の密告を受ける。出撃しようとする朱然に対し「一兵卒の言うことなど信用できない」として朱然の代わりに出陣し、万が一のために朱然に夜襲の備えを固めるよう進言する。しかし待ち伏せしていた蜀軍に崔禹は捕えられ、劉備の前まで連れていかれて斬首されたうえに朱然軍は蜀軍の攻撃によって潰走してしまった。"
"関索"	"関 索（かん さく 繁体字：關索、簡体字：关索、）は、『花関索伝』『三国志演義』等に登場する架空の人物。関羽と胡金定の子。民間伝承では字は維之。架空の人物ながら、南蛮征伐の行進路には、関索が馬に水を飲ませた池や、行軍中に槍で掘った泉等、関索の名前が地名になっている所があったとされる。京劇などでは、関索が人気を博している。小説『水滸伝』の登場人物である楊雄のあだ名は「病関索」（ここでの病とは黄色い顔をしたという意味）であり、宋、元の史書での盗賊・軍人にも「関索」のあだ名が多くみられる。"
"党均"	"党 均（とう きん、生没年不詳）は、中国三国時代の魏の軍人。荊州襄陽郡の人。鄧艾の参謀として仕えた。姜維率いる蜀漢軍の猛攻に鄧艾率いる魏軍が押された時、鄧艾の密命を受けた党均は蜀の成都に向かい、当時専権をほしいままにしていた黄皓を多額の金銭で買収し、姜維を撤退させるよう劉禅に対して進言させた。暗愚な劉禅は、黄皓から姜維が謀反を企んでいるという虚言を聞いて驚愕し、慌てて姜維に撤退するよう命令を出した。魏軍はこうして不利な情勢を乗り切った。見事に計略を成功させた党均は、鄧艾や司馬昭から大いに賞賛されている。"
"厳政"	"厳 政（げん せい）は、中国の通俗歴史小説『三国志演義』に登場する架空の人物。黄巾賊で張宝配下の武将。朱儁ら官軍と劉備軍の攻撃を受け、城に籠城するが落城必至と覚ると張宝を殺し官軍に降伏する。吉川英治の歴史小説『三国志』では、先に劉備が張宝を討ち取っているため、かわりに張梁を殺して降伏したことに変更されている。"
"潘鳳"	"潘 鳳（はん ほう）は、中国の通俗歴史小説『三国志演義』に登場する架空の人物である。読みには「はんぽう」もある。『演義』の第5回に、冀州刺史（史実では冀州牧）韓馥配下の勇将として登場。大斧を使って董卓の部将華雄と戦うが、その直前に彼に倒された兪渉同様、あえなく討ち取られる。吉川英治の小説『三国志』では、華雄に討ち取られた後、その首級を華雄配下の兵士に嬲りものにされている。"
"程遠志"	"程 遠志（てい えんし）は、中国の通俗歴史小説『三国志演義』に登場する架空の人物。黄巾賊の将で、5万の黄巾兵を率いて幽州を襲撃する。大興山の麓で劉備率いる5百の義勇軍と合戦になるが、副将の鄧茂が初陣の張飛に突き殺されたのを見て彼に斬りかかる。そこへ、同じく初陣の関羽が討って出て、一合も交える事無く関羽に真っ二つに斬られて果てる。吉川英治の歴史小説『三国志』では、劉備を追った程遠志が張飛によって斬り下げられ、副将の鄧茂が関羽の偃月刀で葬られている。同じく横山光輝の漫画『三国志』でも、劉備率いる義勇軍を乞食部隊とあざ笑って出撃したが、鄧茂が関羽に、自身は張飛によって一撃で斬殺されている。"
