"name"	"abstract"
"鄭玄"	"鄭 玄（てい げん、127年（永建2年） - 200年（建安5年））は、中国後漢末期の学者。青州北海郡高密県（山東省高密市）の出身。字は康成。父は鄭數。子は鄭益（字は益恩）。孫は鄭小同（字は子真）。"
"陳祗"	"陳 祗（ちん し、? - 258年）は、中国三国時代の蜀漢の政治家。字は奉宗。豫州汝南郡の人。叔祖父（祖父の弟）は許靖。子は陳粲・陳裕ら。『三国志』に独立した伝はなく、董允伝に付伝されている。"
"雍ガイ"	"雍 闓（よう がい、? - 225年）は、中国後漢末期から三国時代にかけての武将。『三国志』蜀志「呂凱伝」などに記録がある。益州建寧郡（益州南部）の豪族。"
"魏諷"	"魏 諷（ぎ ふう、? - 219年）は、中国後漢末期の政治家。字は子京（文献によっては「子慶」）。出身は『三国志』武帝紀の注に引く『世語』（『魏晋世語』）によると、徐州沛国の人。ただし、同じく注に引く『家誠』では済陰郡の人とする。才知に優れ、鄴で名を知られていた魏諷は、鍾繇に推挙されて曹操に仕え、西曹掾に任命された。官吏としても名声を得たため、多くの高官や名士が魏諷と交際したという。しかし、その一方で少数ながら魏諷の人物を批判する意見もあった。例えば、傅巽は魏諷が必ず謀叛を起こすと予言し（『三国志』劉表伝の注に引く『傅子』）、劉廙は徒党を組むのに熱心で、内実が伴わない人間だと評している（『三国志』劉廙伝の注に引く『劉廙別伝』）、劉曄は魏諷・孟達を一見するや、いずれも謀反を起こすに違いないと言った。結局その言葉通りとなった（『三国志』劉曄伝の注に引く『傅子』）。219年夏5月、曹操は遠征していた漢中から撤退し長安に滞在しており、まだ鄴に帰還していなかった。また同年の秋7月、荊州で劉備の部将関羽が曹仁の守る樊城を包囲し、さらに同8月には援軍の于禁が破られ、降伏するという事件が起こっていた。同9月、魏諷は鄴の守りが手薄であることに乗じ、長楽衛尉である陳禕らと共にクーデターを起こそうと企てたが、陳禕が曹丕に密告したために露見し、捕らえられ誅殺された。この反乱未遂事件では、数十名が共謀罪で処刑されたが、その中には多くの名門・高官の子息がおり、宋忠の子・王粲（建安七子の一人）の子2名（諱は不詳）・劉廙の弟の劉偉・張繍の子の張泉は皆誅殺された（『三国志』尹黙伝・王粲伝・張繍伝・劉廙伝）。また、処刑はされなかったものの、連座して処分を受けた者もいた。以前、魏諷を推挙した鍾繇は責任を問われて免職になり（『三国志』武帝紀）、楊俊は反乱を事前に察知できなかった責任を取り、辞任を申し出ている（楊俊伝・徐奕伝）。なお、劉廙は弟のために連座するところであったが、曹操から特別に許され、騎将文稷の子である文欽も疑いはかけられたが、父の功績により誅殺は免れた（『三国志』毌丘倹伝の引く『魏書』より）。なお、小説『三国志演義』では登場しない。"
"于糜"	"于 糜（う び、生没年不詳）は、中国後漢時代末期の武将。"
"厳綱"	"厳 綱（げん こう、? - 192年）は、中国後漢時代末期の武将。『九州春秋』など一部文献では、「劉綱」とされているという（盧弼『三国志集解』注）。"
"呂威コウ"	"呂 威璜（りょ いこう、?－200年）は、中国の後漢時代末期の武将。袁紹配下の将（騎督）。『三国志』「武帝紀」が引く『曹瞞伝』に名前がある。「武帝紀」本文や「袁紹伝」には名は見えない。「楽進伝」や「張郃伝」にも名はない。「武帝紀」が引く『献帝起居注』に、曹操が淳于瓊ら袁紹の将8名を斬ったという記述があるが、やはり呂威璜の名はない。袁紹と曹操が華北の覇権をかけて争った官渡の戦いの最中、輸送隊長の淳于瓊をはじめ、督将の眭固、騎督の韓猛・趙叡と共に騎督として兵糧輸送の要である鳥巣の守備を担っていた。ところが袁紹から離反した許攸の情報により、鳥巣の守備が手薄であることを知った曹操は、淳于瓊の軍に夜襲をかけた。このとき曹操軍は、袁紹からの援軍を装い淳于瓊らを油断させ、陣営に到着すると正体を現し、屯営を包囲し火を放ったという。袁紹軍は混乱し、糧穀宝物はことごとく焼き払われた。督将の呂威璜は眭固・趙叡等と共に皆斬られ、淳于瓊は鼻を削がれた上で、後に許攸のすすめにより処刑された。また士卒1000人ほども殺害され、皆鼻を削がれている。牛や馬の舌や唇も切り取られ、見せしめとされたという。小説『三国志演義』にも登場し、淳于瓊らと共に史実とほぼ同様の最期を遂げている。"
"呂布"	"呂 布（りょ ふ、? - 建安3年〔198年〕）は、中国後漢末期の武将・群雄。字は奉先。并州五原郡（現在の内蒙古自治区内）の人。『三国志』巻七 呂布伝、『後漢書』列伝六十五 呂布伝などに記録がある。丁原・董卓に仕え、抜群の軍事力を誇った。董卓との亀裂から彼を殺した後天下を失い、放浪するも最後は曹操に殺された。項羽と共に最強とされ、三国志関係の物語等でもしばしば最強の武将として描かれる。"
"夏侯儒"	"夏侯 儒（かこう じゅ、生没年不詳）は、中国後漢末期から三国時代の武将。魏に仕えた。字は俊林。従兄は夏侯尚。『三国志』魏志「張既伝」が引く『魏略』他、魏志のいくつかの伝に記録がある。"
"孟光"	"孟 光（もう こう、生没年不詳）は、中国後漢末期から三国時代にかけての政治家。字は孝裕。司隷河南郡洛陽県の人。大尉孟郁の一族。はじめ後漢に、後に蜀漢に仕えた。「蜀書」、杜周杜許孟来尹李譙郤伝 - 孟光伝には、「博学で古代の知識に詳しく、あらゆる書物を読破していたが、最も「三史」（「史記」「漢書」「東観漢記」）の研究に意を注ぎ、漢王朝の古い制度に詳しかった。「公羊春秋」を好み、「左氏春秋」には批判を浴びせ、来敏とこの両伝の「春秋」の解釈について優劣を議論すると、いつも孟光は大声で捲くし立てた。」とする記述がある。また、直言を憚らなかったようである。"
"宗預"	"宗 預（そう よ、? - 264年）は、中国後漢末期から三国時代の蜀の武将、政治家。字を徳豔（とくえん）。南陽郡安衆（あんしゅう）県（河南省南陽市）の人。『三国志』蜀書に伝がある。"
"張裔"	"張 裔（ちょう えい、166年か167年 - 230年）は、中国後漢末期から三国時代の政治家。字は君嗣。益州蜀郡成都県の人。子は張毣・張郁。"
"李セン"	"李 譔（り せん、生没年不詳）は、中国の三国時代の学者・政治家。字は欽仲。蜀（蜀漢）に仕えた。梓潼郡涪県の人。父は李仁。李仁はかつて襄陽に留学し、尹黙と付き合い、司馬徽や宋忠について学問をしたという。李譔は父の学問をそっくり受け継いだ。さらに尹黙に教えを請い、字義の解釈に留まらない学問の道理を学んだ。五経・諸子といった儒学の他、算術・占術・医学・弩・ばね仕掛けといった実学も一通りこなした。州の書佐・尚書令史となっていたが、238年 (延熙元年)に劉禅の長男であった劉璿が立太子されると、李譔は太子庶子に任じられ、太子僕となった。その後、中散大夫・右中郎将となったが、引き続き太子に近侍した。劉璿には寵愛されたが、本性軽薄でふざけるのが好きであったため、そのために世間では重んじられなかった。『易』・『尚書』・『毛詩』・『三礼』・『左氏伝』・『太玄指帰』に関する著述をしたが、賈逵や馬融に準拠するものであり、鄭玄の説とは異なっていた。遠く離れた魏に住む王粛の著述を目にする機会はなかったが、考え方や結論の多くは一致していたという。景耀年間 (258年 - 263年)に没した。"
"杜微"	"杜 微（と び、生没年不詳）は、中国後漢時代末期から三国時代にかけての政治家。字を国輔。益州梓潼郡涪県（四川省綿陽市）の人。劉璋・劉備に仕えた。"
"杜瓊"	"杜 瓊（と けい、? - 250年）は、中国後漢末期から三国時代の人物。字は白喩。益州蜀郡成都県の出身。"
"来敏"	"来 敏（らい びん、生没年不詳）は、中国三国時代の蜀漢の学者。字は敬達。荊州義陽郡新野県の人。父は来豔。子は来忠。"
"楊戯"	"楊 戯（よう ぎ、 ? - 261年）は、中国三国時代の政治家。益州犍為郡武陽県の人。字を文然。蜀漢に仕えた。『蜀書』鄧張宗楊伝に単独の伝がある。"
"楽チン"	"楽 綝（がく ちん / がく りん、生年不詳 - 甘露二年5月5日（257年6月4日））は、中国三国時代の魏の軍人・政治家。父は楽進。子は楽肇。楽進伝・諸葛誕伝にその名が見える。"
"趙範"	"趙 範（ちょう はん、生没年不詳）は、中国後漢末期の人物。"
"陸機"	"陸 機（りく き、Lu Ji, 永安4年（261年） - 太安2年（303年））は、中国三国時代から西晋の文学者・政治家・武将。字は士衡。呉の四姓（朱・張・顧・陸）の一つである陸氏の出身。祖父は陸遜。父は陸抗。子は陸蔚、陸夏。本籍は呉郡呉県（今の江蘇省蘇州市）。ただし家は呉の都建業（現在の江蘇省南京市）の南や、祖父の封地であった華亭（雲間とも。現在の上海市松江区）等にあったようである。七尺もの身の丈を持ち、その声は鐘のように響きわたったという。儒学の教養を身につけ、礼に外れることは行なわなかった。同じく著名な弟の陸雲と合わせて「二陸」とも呼ばれる。文弱で親しみ易い弟に比べて、陸機は郷党から畏れられていたが、洛陽に出て西晋に仕えてからは、兄弟ともに呉出身の人士のリーダー的存在であった。西晋のみならず、六朝時代を代表する文学者の一人であり、同時代に活躍した潘岳と共に、「潘陸」と並び称されている。特に「文賦（文の賦）」は、中国文学理論の代表的著作として名高い。また、書家としての作品「平復帖」（北京故宮博物院所蔵）は、現存する最古の有名書家による真跡とされる。"
"雷銅"	"雷 銅（らい どう、? - 218年）は、中国後漢末期の武将。『三国志』蜀書先主伝・周羣伝にのみ記述がある。「雷同」とも呼ばれる。"
"馬休"	"馬 休（ば きゅう、? - 211年）は、中国後漢末期の武将。馬騰の次男。馬超の弟。馬鉄の兄。馬超と曹操が敵対したとき、曹操によって父と共に殺された。小説『三国志演義』では、曹操に誘き出された馬騰に従って許都へと向かうが、馬騰と黄茎の曹操誅滅密議がばれ、曹操軍に囲まれてしまう。重傷を負い捕えられた上で、父子共に処刑されている。"
"馬遵"	"馬 遵（ば じゅん、生没年不詳）は、中国三国時代の政治家。魏に仕えた。『三国志』蜀書「姜維伝」が引く『魏略』にのみ名がある。姜維伝本文においては、名は明らかにされていない。太和2年（228年）、蜀の諸葛亮が北伐を開始し祁山に出兵すると、多くの諸県が蜀に呼応した（魏書「明帝紀」）。このとき天水太守だった馬遵は偶然巡察の途中だったが、住民が蜀に呼応することを恐れて郡の役所がある冀県に戻らず、上邽に逃亡した。この時随行していた属官の梁緒（功曹）・尹賞（主簿）・梁虔（主記）・姜維（中郎）らを置き去りにし、姜維らが追いかけてきても城門を閉ざして受け入れなかった。そのため姜維らは冀県に出向いたが、ここでも拒絶された。進退に窮した姜維らは止む無く蜀に降伏した。「姜維伝」が引く『魏略』によると、馬遵の巡察は郭淮に従って移動していただけで、諸葛亮の侵攻を聞いた郭淮が上邽への退避を決めたため、馬遵は冀県が西方に偏り過ぎていることも考え、それに従った。姜維が馬遵に冀県へ戻ることを勧めたが、馬遵は姜維らを信用せず逆賊と罵ったため、止む無くそれぞれが勝手な行動をするようになったという。魏書「張既伝」が引く『魏略』によると、太和年間の北伐の際、天水太守と南安太守は郡を棄てて東に奔ったが、かつて張既に取り立てられた隴西太守の游楚だけは任地に留まり、蜀軍を防ぎきった。游楚が列侯に封じられる一方で、逃亡した天水太守と南安太守は重い刑罰に処せられたという。小説『三国志演義』では、諸葛亮が攻めてきた時に配下の姜維の策で撃退する。しかし、諸葛亮の策にかかって姜維を疑い、姜維が蜀に降伏するきっかけを作っている。その後、蜀軍に攻められ夏侯楙と共に胡へ逃亡してしまう。"
"馬鉄"	"馬 鉄（ば てつ、? - 211年）は、中国後漢末期の武将。父は馬騰。兄は馬超・馬休。馬超と曹操が敵対したときに、曹操に父と共に殺された。小説『三国志演義』では、曹操に誘き出された馬騰に従って許都へと向かうが、 馬騰・黄奎の曹操誅滅密議がばれ、曹操軍に囲まれてしまう。血路を開こうとしたが、討ち死にするという描写になっている。"
"劉エン (威碩)"	"劉 琰（りゅう えん、? - 234年）は、中国後漢末期から三国時代の人物。蜀漢に仕えた。字は威碩。豫州魯国の出身。"
"劉延"	"劉 延（りゅう えん、生没年不詳）は、曹操配下の将。東郡太守。白馬の戦いの際、袁紹配下の顔良に包囲され危機に陥るが、一時曹操の配下になっていた関羽によって助けられる。"
"劉放"	"劉 放（りゅう ほう、? - 250年）は、中国後漢末期から三国時代にかけての政治家。魏の重臣。字は子棄。涿郡の人。『魏書』に独立した伝がある。"
"劉璋"	"劉 璋（りゅう しょう、? - 219年（建安24年））は、中国の後漢末期の群雄である。劉焉の子。家系は劉氏。字は季玉。劉瑁の弟である。"
"劉闡"	"劉 闡（りゅう せん、生没年不詳）は、後漢から三国時代の人物。劉緯とも表記される。益州牧・劉璋の次子で、兄に劉循がいる。劉備が益州を攻略した時、父兄と共に降伏した。後に父と共に荊州の公安に移住するが、219年に関羽が敗れ公安を含む荊州が呉の支配圏になると父と共に孫権に帰順した。父の死後、その後を継いで、益州刺史・御史中丞を歴任した。223年には雍闔の反乱を受け、交州刺史も兼ねて広東付近に赴任するが、翌年に呉と蜀（蜀漢）の間で和議が成立すると建業に召還された。数年後に病死した。"
"去卑"	"去卑（呉音：くひ、漢音：きょひ、拼音：Qùbēi、生没年不詳）は、中国・後漢末期から三国時代にかけての南匈奴の人物で、呼廚泉単于の時の右賢王である。誥升爰の父で、潘六奚の兄。夏を建国した赫連勃勃はその後裔である。"
"夏侯令女"	"夏侯 令女（かこう れいじょ、生没年不詳）は、中国三国時代の女性。名前は不詳。当時の烈女として知られた。父は夏侯文寧。叔父の名は不詳。"
"夏侯献"	"夏侯 献（かこう けん、生没年不詳）は、中国三国時代の人物。魏の功臣で、魏の皇室と縁の深い宗族の夏侯氏出身。しかし、他の夏侯姓の名を知られた人物らとの系譜上の連枝関係は不明。曹叡（明帝）の時代、遼東の公孫淵が呉の調略を受けて繰り返し不穏な動きを続けていたとき、中領軍であった夏侯献は、公孫淵の父公孫康が服従したときの先例に倣い、使者を遣わして利害を説いた上で、公孫淵の叛意を押さえるべきだと奏上した（公孫淵伝が引く『魏名臣奏』）。その後、領軍将軍を拝命した。239年、曹叡が危篤状態となった時、曹宇（燕王）・曹肇（曹休の子）・曹爽（曹真の子）・秦朗（曹操の側室の杜夫人の連れ子）らと共に、皇太子の曹芳を補佐すべく遺命を受けた。しかし、劉放・孫資は曹宇に代えて曹爽を後見とし、さらに司馬懿に協力させるよう求めた。夏侯献は曹宇らと共に更迭されてしまい、互いに涙を流したという（明帝紀注が引く『漢晋春秋』、劉放伝）。「劉放伝」が引く『世語』によれば、これより以前に夏侯献は曹肇と共に、劉放・孫資が政治の中枢にあることを不満であるかのような発言をしたことがあった。このため劉放・孫資は身の危険を感じ、臨終間近の曹叡を唆して、遼東征伐から帰還の途にあった司馬懿を招聘するように薦めたという。夏侯献が先手をうつため、曹宇を通じ司馬懿に長安へ赴くよう命令を出したが、劉放達からの命令もまもなく司馬懿の元に到来したため、司馬懿は都で変事が起きたのではと判断し、急いで都に帰還したという。その後の夏侯献の動向は不明である。"
"孫河"	"孫 河（そん か、? - 204年）は、中国後漢末期の人、呉の皇族の一人。字は伯海。呉郡の人で、孫助、孫誼、孫桓、孫俊の父、孫韶の叔父。孫堅から孫家三代に仕え、仕えた当時の姓は俞であったが、孫策の代に孫姓を賜った。"
"張表"	"張 表（ちょう ひょう、生没年不詳）は、中国三国時代の蜀漢の官僚、政治家。字は伯達。益州蜀郡の人。父と伯父（叔父）は張粛・張松のどちらかである。張粛の子とする記述と、張松の子とする記述の二つが存在する（馬忠伝）。若い頃、楊戯達とともに郡で評判が高かった。礼儀正しく風貌が立派であり、清廉な人柄で人々から信頼を受けた。庲降（らいこう）都督・後将軍となり、最終的には尚書に昇った（楊戯伝）。庲降都督に就いたのは馬忠の後任としてであったが、馬忠より名声が高かったという。しかし威厳や風格、また功績などにおいては馬忠に及ばなかったとある（馬忠伝）。"
"彭ヨウ"	"彭 羕（ほう よう、178年? - 214年? または、179年? - 215年? ）は、中国後漢末期の政治家。字は永年（えいねん）。益州広漢郡の人。"
"成宜"	"成 宜（せい ぎ、? - 211年）は、中国後漢末期の人物。『三国志』魏書武帝紀・蜀書馬超伝などに記述がある。馬超・韓遂らと同盟を結び反乱を起こした。正史の本文中において、馬超・韓遂と共に名が列挙されている部分が散見され、また、別の場所では楊秋・李堪とともに名を挙げられており、いわゆる「関中八部」の中では実力者であったと思われる。潼関の戦いで曹操軍を相手に善戦し活躍するものの、馬超と韓遂の内紛の隙を衝かれ敗れ、馬超・韓遂は涼州へ、楊秋は安定へ逃亡、成宜は李堪等とともに戦死した。小説『三国志演義』では、韓遂の「手下八部」の一人として奮戦するが、途中の一戦で夏侯淵に討ち取られ戦死している。"
"曹嵩"	"曹 嵩（そう すう、? - 193年）は、中国後漢末期の政治家、豪族。魏の太祖武帝曹操の父。字は巨高。"
"朱褒"	"朱 褒（しゅ ほう、生没年不詳）は、中国後漢末期から三国時代にかけての人物。益州牂柯郡（朱提郡）の人。『三国志』蜀志「後主伝」・「馬忠伝」等に記述がある。また『華陽国志』南中志にも記述がある。"
"李堪"	"李 堪（り かん、? - 211年）は、中国の後漢末期の武将。司隷河東郡出身。"
"李福"	"李 福（り ふく、? - 238年）は、中国後漢末期から三国時代蜀漢にかけての政治家。字は孫徳。父は豪族の李権（伯豫）。子は李驤。孫は李寿。益州梓潼郡涪県の人。"
"李驤"	"李 驤（り じょう、生没年不詳）は、中国の三国時代・西晋の政治家・学者。蜀漢に仕え、蜀滅亡の後は野に下った。字は叔龍、梓潼郡涪県の人。祖父は益州の豪族で臨卭の県長の李権、父は尚書僕射の李福。子に李寿がいる。"
"梁興"	"梁 興（りょう こう、? - 212年）は、後漢末の武将。『三国志』魏志「夏侯淵伝」・「徐晃伝」・「張郃伝」・「鄭渾伝」・蜀志「馬超伝」に登場する。馬超・韓遂の反乱に呼応した勢力（関中十部）の一人（蜀志「馬超伝」が引く『典略』）。出自は不明である。211年、潼関において、馬超らと曹操は対峙した。曹操の命令を受けて、黄河を蒲阪津より渡河した徐晃と朱霊の歩兵・騎兵4000の別働隊が陣地の設営を開始したので、梁興は5000の歩兵と騎兵を率いてこれを襲撃したが敗れ、曹操の軍の渡河を許してしまった（「徐晃伝」）。後に馬超らが離間の計にかかり敗北し、安定の楊秋らが降伏した後も曹操に反抗を続けた。梁興の略奪に諸県はなすすべもなく、郡の役所に寄留せざるを得ない状況であったが、左冯翊である鄭渾は人民に恩愛を施すことにより支持を回復させ、賊の勢力をなかば自壊に追い込んでいった。梁興は残った者を集めて鄜城に籠った（「鄭渾伝」）。梁興は蘭田に駐屯していたが、曹操が長安に駐屯させた夏侯淵らの討伐を212年に受けて、斬られたという（「武帝紀」）。小説『三国志演義』では韓遂配下の「手下八部」の一人として登場。馬超、韓遂の反乱に従い奮戦し活躍するが、のちに曹操の離間の計にかかった馬超が韓遂と仲たがいを起こすと、韓遂や手下八部の生き残りの馬玩達とともに馬超の暗殺の謀議をめぐらす。しかし、これを知った馬超の襲撃に遭い、梁興は馬玩の次に刺し殺され果てた。"
"楊秋"	"楊 秋（よう しゅう、生没年不詳）は、中国後漢末期から三国時代の魏にかけての武将。"
"焦触"	"焦 触（しょう しょく、生没年不詳）は、後漢末の人物。袁紹の次男であった袁煕の配下。魏書の武帝紀、袁紹伝に登場する。"
"盧毓"	"盧 毓（廬 毓、ろ いく、183年 - 257年）は、中国三国時代の魏の政治家。字は子家。幽州涿郡涿県（現在の河北省涿州市）の人。父は盧植。兄達の名は不詳（3人）。子は盧欽・盧珽。"
"趙累"	"趙 累（ちょう るい、生没年不詳）は、中国後漢時代末期の武将。"
"郭援"	"郭 援（かく えん、? - 202年）は、中国後漢時代末期の武将。叔父は鍾繇。従兄弟は鍾毓・鍾劭・鍾会ら。"
"閻圃"	"閻 圃（えん ほ、生没年不詳）は、中国後漢時代末期から三国時代魏の政治家。益州巴西郡安漢県（四川省南充市）の人。子に閻璞。孫に閻纉。"
"韓綜"	"韓 綜（かん そう、？－252年）は、中国三国時代の武将。呉・魏に仕えた。父は韓当。"
"高定"	"高 定（こう てい、? - 225年）は、中国後漢末期から三国時代にかけての人物。益州越嶲郡（益州南部）の出身。タイ系叟族の王である（「後主伝」）。『三国志』蜀志や『華陽国志』南中志に記されている。"
"キョウ都"	"龔 都（きょう と、生没年不詳）は、中国後漢末期の黄巾党の武将。蜀書の先主伝に記述がある。龔都は汝南で活動した賊の一人である。官渡の戦いの時、劉辟と共に汝南で反乱を成功させた後、許周辺を荒らして曹操の後方を撹乱した。この前後、劉辟は袁紹側への恭順を表明している。これを受けて袁紹は劉備を劉辟の元に派遣し、連合させて曹操軍と戦わせた。龔都は蔡陽を討ち取ったが、やがて曹操に敗れ勢力が飛散した。劉備が劉表を頼ったが、龔都のその後は不明である。"
"スイ固"	"眭 固（すい こ、? - 建安4年（199年））は、中国後漢時代末期の武将。字は元進、小字（幼名）は白兎。「けいこ」と読まれることもある。薊州の人。"
"ホウ徳公"	"龐 徳公（ほう とくこう、163~?）は、中国後漢末期の人物。襄陽の名士であり、人物鑑定の大家。中国襄樊帶の民間伝承では字を子魚としている。一方で『宋書』や『四庫全書・巵林』においては尚長となっている。子は龐山民。孫は龐渙。従子は龐統。なお、西涼の龐徳とは名前が似ているが、全くの別人である。荊州の襄陽に住み、親交があった司馬徽を「水鏡」、諸葛亮を「臥龍」、そして龐統を「鳳雛」と名付けたという。正史では、劉備が劉表の客将だった頃に司馬徽を訪ねた際、その弟子の牧童が劉備に話した言葉の中に、龐統の従父としてその名が言及されている。また、子は諸葛亮の姉と結婚しており、諸葛亮とは縁戚関係にあたる。"
"劉カイ"	"劉 璝（りゅう かい、生没年不詳）は、後漢末の武将、姓は劉氏。"
"劉誕"	"劉 誕（りゅう たん、? - 194年）は、中国後漢末期の人物。字は不詳。父は劉焉。兄は劉範。弟（異母弟）は劉璋。父の命で兄と共に長安に駐屯した。董卓から治書御史に任命されている。初平3年（192年）、董卓が殺害されると、董卓の腹心であった李傕が跋扈政治を行なった。このため、翌4年（193年）これに目をつけた父は、李傕を滅ぼすべく涼州軍閥の頭目であった馬騰・韓遂らと手を組んだ。興平元年（194年）3月、劉誕も兄と連動して内側から李傕を襲撃する計画になっていたが、密告者によって暴露されてしまった。兄は馬騰と共に逃亡を企てるも、激怒した李傕の追撃軍によって殺害された。また、劉誕自身も捕らえられ李傕によって酷刑に処された。兄弟揃って長安の市場で晒し首になったといわれる。やがて父は、範・誕の兄弟が殺害された報を聞いて大いに悲しみ、次第に体調を崩し、同年夏に死去してしまった。zh:刘誕"
"句扶"	"句 扶（こう ふ、生没年不詳）は、中国三国時代の蜀漢の武将。字は孝興。益州巴西郡漢昌県の出身。『三国志』蜀書王平伝には「忠誠にして武勇があり、寛大な人柄」として記述されている。また、何度か戦功をたて、王平に次ぐ功名・爵位を得たとされる。最終的な軍位は左将軍、爵位は宕渠侯にまで昇った。"
"史渙"	"史 渙（し かん、? － 209年）は、後漢時代末期の武将。字は公劉。豫州沛国（現在の江蘇省沛県を中心とする地域）の人。曹操配下の将。"
"呂公"	"呂 公（りょ こう）は、秦代末期の人物。後漢末期の人物。"
"呉綱"	"呉 綱（ご こう、生没年不詳）は、中国三国時代の魏の武将。諸葛誕の長史。前漢の呉芮の子孫。甘露2年（257年）、諸葛誕が司馬昭に対して反乱を起こす（諸葛誕の乱）と、諸葛靚と共に呉へ援軍要請に赴いた。小説『三国志演義』では第111回に登場する。史書と同じく、諸葛靚を連れて呉に援軍を要請する役回りである。"
"張温 (後漢)"	"張 温（ちょう おん、? - 191年）は、中国後漢末期の政治家。字は伯慎。荊州南陽郡穰県の人。互郷侯。清の王先謙の『後漢書集解』によると、妻は蔡瑁の伯母。"
"曹林"	"曹 林（そう りん、? - 256年）は、中国後漢末期から三国時代の人物。魏の皇族。「曹豹」とも呼ばれる。父は曹操。生母は杜氏。異母兄は曹丕（文帝）。同母弟は曹袞。同母妹に金郷公主（何晏夫人）。子は曹緯・曹賛・曹壹。孫は曹恒（曹壹の子）・長楽亭主（嵆康妻）。"
"曹楷"	"曹 楷（そう かい、生没年不詳）は、中国三国時代の魏の皇族。字は不明。祖父は曹操。父は曹彰。子は曹温（邯鄲王、後に魯陽王）・曹悌（梁王）。223年5月に父が没すると世襲した。しかし任城王から中牟王・任城王・済南王の順に移封させられた。西晋の時代になると、曹楷を含め曹魏の諸侯王は侯に降格された。後に崇化少府に任命された。"
"樊能"	"樊 能（はん のう、生没年不詳）は、中国後漢時代末期の武将。"
"清河長公主"	"清河長公主（せいかちょうこうしゅ、生没年不詳）は、魏の長公主。父は曹操。母は劉夫人で、曹昂・曹鑠の同母妹、曹丕、曹植、曹節（献穆皇后）らの異母姉にあたる。以下の記述は裴松之が注に引用する『魏略』の記述による。曹操が娘の婿候補を捜した時、旧友である丁沖の子丁儀が聡明で、人望もあるとの評判を聞き、曹丕に相談した。しかし曹丕は｢丁儀は眇（すがめ、隻眼のような容貌）なので、そんな醜い男では姉上は喜ばれないでしょう｣と答え、さらに｢姉上の嫁ぎ先は伏波将軍（夏侯惇）の子である子林（夏侯楙の事、曹丕の親類で友人）が最適でしょう｣と言った。そこで曹操は丁儀との婚姻を取り消して、彼女を夏侯楙に嫁がせた。しかし後に、曹操は丁儀と対面して彼の聡明さを改めて知り、やはり丁儀が娘婿に相応しかったと後悔し「息子が私を誤らせた」と言ったという。これ以来、丁儀は曹丕を怨むようになり、弟の丁廙とともに曹植に荷担し、彼を太子に推薦するようになったという。夫の夏侯楙はケチな上に好色で、多くの愛妾を囲っていたため、夫婦の仲が険悪だった。後に夏侯楙は、弟の夏侯子臧・夏侯子江らの礼に外れた行ないを叱責した。弟たちは自分たちに災いが及ぶのを恐れ、夏侯楙の罪をでっち上げて嫂である公主を抱き込み、彼女を通じて曹叡（明帝）に讒訴させた。曹叡自身も夏侯楙を嫌っていたので、これを処刑しようとした。しかし段黙が夏侯楙を弁護したので、再度の調査が行われた。その結果、公主や弟らのでっち上げだったという事実が判明したという。"
"王連"	"王 連 （おう れん、生没年不詳）は、中国後漢末期から三国時代にかけての人。蜀漢の政治家。字は文儀。荊州南陽郡の出身。蜀書に伝がある。子は王山。"
"許貢"	"許 貢（きょ こう、生年不詳 - 建安5年（200年））は中国後漢末期の官僚。後漢末に官僚となり、揚州呉郡の都尉、後に呉郡太守を勤めた。『三国志』蜀書許靖伝には、彼と旧交があった旨が記載されている。また、袁術が朝廷に反乱を起こし皇帝を自称した際、袁術に味方した周喁が故郷の会稽に帰還して来たため、許貢は彼を処刑している。建安5年（200年）、『三国志』呉書孫策伝が注に引く『江表伝』によると、許貢は急激に江東へ勢力を拡大した孫策を警戒し、朝廷に「孫策は傑出した勇武の持主であり、項羽と似たところがあります。是非とも恩寵を与え、都（当時は許昌）に召還しましょう。もし召還せずに地方に放ったままにしておくと、必ず禍いを招きます」と上表した。ところがこの上表を孫策配下の官吏（下級官僚）が確保し、孫策に見せた。孫策は許貢と面会し、これを問い質したが、許貢は自らの書いた手紙ではないと否定した。このため孫策は、配下の兵士数人に命じて許貢をくびり殺させた。許貢の死後、彼の客人3人が復讐として孫策の殺害を計画し、実行した。襲われた孫策は自ら3人とも斬り殺したものの、3人の内の誰かが放った矢の一本が頬を貫いたため、これが基で病死してしまった。"
"費立"	"費 立（ひ りつ、生没年不詳）は、中国三国時代末期から西晋の人物。蜀漢・晋に仕えた。字は不明。益州犍為郡南安県の人。父は費詩。裴松之が引く『蜀世譜』（孫盛著）に記述がある。父同様、蜀の滅亡まで仕えた。蜀の滅亡後は、在らぬ噂を立てられ不遇の身であったが、蜀の旧臣で西晋の高官になっていた何攀が、費立のために弁護したため誤解が解け、仕官が叶う事になった。後に、晋の散騎常侍にまで出世した。西晋以降、犍為郡の費姓の人物で名声・官位を得たのは、全て費詩・費立父子の末裔であったと伝わる。"
